,tweet_id,user,text,date,retweets,replies,likes,quotes,has_viz
0,1365736465876025349,CDCGov,"Remember: When using household cleaners and disinfectants, always read product labels, wear protective gear, and do not mix chemicals. Learn how to clean and disinfect your home safely and effectively: https://t.co/Bg19KW9ztT.
#CleanYourHomeSafely #CDC #COVID19 #StaySafe https://t.co/vPyzlwbkDC",02/27/2021 18:52:02,62,20,156,5,True
1,1365422652362489856,CDCGov,"Data continue to show that rates of #COVID19-associated hospitalizations are falling after a peak in early January. While rates are going down, they’re still too high. Help slow the spread:
😷 Wear a mask.
↔ Stay 6 feet apart.
🚫 Avoid crowds.
More: https://t.co/iDFoVd3znf. https://t.co/YHV0YNKzR5",02/26/2021 22:05:03,539,154,1264,61,True
2,1365411070962262016,CDCGov,"On Sunday, Feb. 28, 2021, the Advisory Committee on Immunization Practices (ACIP) meets to vote on the use of Johnson &amp; Johnson’s Janssen #COVID19 vaccine if @US_FDA grants authorization. Find more information, including webcast, here: https://t.co/xDfwZcQcWy. https://t.co/WNmE97W2Mi",02/26/2021 21:19:02,56,17,152,4,True
3,1365386156486057993,CDCGov,"Data show that testing volume for #COVID19 is down, but vaccinations are going up across the U.S. As of February 25, 2021, over 46 million people had received at least one dose of COVID-19 vaccine. Learn more: https://t.co/Y4zOGzEBxs.",02/26/2021 19:40:02,30,7,83,2,False
4,1365386154393108494,CDCGov,"Safety in schools depends on safer communities. #COVID19 prevention strategies like wearing masks, staying at least 6 ft apart, and increasing testing and vaccinations can help us get there. All this and more in the COVID Data Tracker Weekly Review: https://t.co/F4bAyObDp1. https://t.co/4jeLdTFz2s",02/26/2021 19:40:01,72,61,151,11,True
5,1365375248003190787,CDCGov,RT @CDCDirector: Public education is a critical component of our response to the #COVID19 pandemic. It is a shared effort to empower people…,02/26/2021 18:56:41,58,0,0,0,False
6,1365363770969702401,CDCGov,"While Dr. Scott Santibañez was deployed to the Hoopa Valley Tribe in CA, he had to shift focus from limiting the spread of #COVID19 to preparing for possible wildfire evacuations in the middle of a pandemic. Read more about his experience: https://t.co/iaa6GaG0id. https://t.co/k3v1wN5UcJ",02/26/2021 18:11:04,28,7,126,4,True
7,1365345956724629508,CDCGov,"RT @CDCDirector: Honored to join everyone working on the #COVID19 vaccine effort at #COVIDVaccineForum this week. Together, we all learned…",02/26/2021 17:00:17,28,0,0,0,False
8,1365344161793253379,CDCGov,NEW: Wondering which countries have reported variants of the virus that causes #COVID19? Check out CDC’s new interactive Global Variants Report Map at https://t.co/h8fh1LAVdK. https://t.co/tEGuLXtWlC,02/26/2021 16:53:09,81,18,111,6,True
9,1365324004970618886,CDCGov,"Between June-September 2020, counties in states with longer statewide closures and mask mandates were less likely to experience rapid increases in new #COVID19 cases upon reopening, especially in nonmetropolitan counties. See @AnnalsOfEpi: https://t.co/jdeMBqAMs2. https://t.co/VTvaKaMd4p",02/26/2021 15:33:03,136,40,275,17,True
10,1365302460013826048,CDCGov,A new @CDCMMWR from Israel shows preliminary evidence of the effectiveness of vaccination in preventing severe cases of #COVID19. Vaccination among people who are eligible to receive a COVID-19 vaccine can potentially reduce severe disease from COVID-19. https://t.co/CaUAXRVaS4 https://t.co/GyaulMONpZ,02/26/2021 14:07:27,50,9,137,6,True
11,1365079430364876800,CDCGov,CDC has facilitated the collection and evaluation of #COVID19 forecasts from teams around the world over the last 10 months. Ensemble forecasts have consistently been the most accurate. Read more about the advantages of the CDC ensemble forecasts: https://t.co/EVAcg0ETRP https://t.co/FBllmXMBVO,02/25/2021 23:21:12,14,1,42,0,True
12,1365079426749390849,CDCGov,"As of February 22, national forecasts predict that 1,300–5,000 new #COVID19 hospitalizations will likely be reported on March 22. More: https://t.co/EHc960kZ5g https://t.co/vbw5tyUMo1",02/25/2021 23:21:11,15,2,43,0,True
13,1365079422957723649,CDCGov,"As of February 22, national forecasts predict that 142,000–584,000 new #COVID19 cases will likely be reported during the week ending March 20. More: https://t.co/v4f89jLgfr https://t.co/37hH7yGF73",02/25/2021 23:21:11,13,3,18,1,True
14,1365079419073802243,CDCGov,"As of February 22, national forecasts predict that 4,300–12,600 new #COVID19 deaths will be reported during the week ending March 20, bringing the projected total deaths to 526,000–548,000. More: https://t.co/Ft6cgmaMPX https://t.co/WwGz9RKiCC",02/25/2021 23:21:10,54,18,105,5,True
15,1365052963992047621,CDCGov,"Join the CDC #COVID19 Partner Update call Monday, March 1, at 3:00 pm EST. 
Title: Progress Around Smokefree Policies During the COVID-19 Pandemic.
Retweet and Register: https://t.co/KVYfeR3AdI.
#SmokeFree #health #COVID19 https://t.co/YtFqRPYv4h",02/25/2021 21:36:02,23,8,49,3,True
16,1365034594114957312,CDCGov,It's important for everyone to use all the tools available to help stop this pandemic as we learn more about how #COVID19 vaccines work in real-world conditions. Continue to wear a mask and stay at least 6 feet away from others. Learn more: https://t.co/RKbTXHOOoZ. https://t.co/3tTpA7XGFv,02/25/2021 20:23:03,405,128,673,56,True
17,1365001110251999235,CDCGov,"New @CDCMMWR finds some skilled nursing facility residents tested positive for #COVID19 in two separate outbreaks, suggesting the possibility that they were reinfected. Wearing a mask, staying 6 ft from others, &amp; avoiding crowds can help prevent COVID-19: https://t.co/mKCH1MYZkQ. https://t.co/Yl88APp30K",02/25/2021 18:09:59,33,17,88,5,True
18,1364991549092806663,CDCGov,"Expecting a visitor or repairperson? Good ventilation, along w/ other preventive actions, can help keep you from getting &amp; spreading #COVID19. Keep exhaust fans on one hour after visitors leave to help remove virus particles that might be in the air. More: https://t.co/rT0p8Npl02 https://t.co/rVoVlcguUW",02/25/2021 17:32:00,215,23,296,39,True
19,1364983647401619462,CDCGov,The #COVIDVaccineForum helped build bridges between public health and healthcare to ensure equitable #Vaccination. Learn how with these practical tools and resources: https://t.co/YXN30klPXy. https://t.co/ySx08t9pJJ,02/25/2021 17:00:36,31,2,61,4,True
20,1364978471622111234,CDCGov,"Jessie, 100 years young, rolled her #SleeveUp for a #COVID19 vaccine. Jessie's mother volunteered during the 1918 flu pandemic, and Jessie wanted to do her part to help end COVID-19. You can, too. Get vaccinated when it's available to you. Learn more: https://t.co/IqFmwyeQtT. https://t.co/nTpfIvhum4",02/25/2021 16:40:02,219,55,1004,27,True
21,1364696759533002757,CDCGov,"The number of new #COVID19 cases reported to CDC each day continues to decrease, but cases remain high. As of Feb. 22, the 7-day average of new cases is 64,148. Help slow the spread:
😷 Wear a mask. 
↔️ Stay 6 feet apart. 
🚫 Avoid crowds.
More: https://t.co/YT7LKio43C. https://t.co/Xql1sAakFG",02/24/2021 22:00:36,302,186,589,51,True
