tweet_id,user,text,date,retweets,replies,likes,quotes,has_viz
1507362846644056103,abmakulec,@W_R_Chase @axios @caitlinnowens Appreciate all of the effort data journalists are putting into unpacking the polarization of the pandemic through data. @JossFong's video does a great job pulling pieces of that story together too  https://t.co/h2noKE7YgY,03/25/2022 14:24:42,1,0,6,1,False
1507189532940251136,abmakulec,"My colleagues hosted a virtual farewell for me today. On the menti was an ask for 'one thing you've learned from Amanda.'

In the midst of various things about #dataviz, design, client management, and meeting facilitation was: 

""All varieties of N95 masks.""

Ah, pandemic times.",03/25/2022 02:56:01,0,0,10,0,False
1507048076170739712,abmakulec,"""In the United States, it's estimated that for every four deaths due to COVID-19, one child loses a parent or caregiver.""

Our American resistance to doing small things (like wearing masks) to save children this pain is absurd.

https://t.co/JyzwWp7riG",03/24/2022 17:33:55,1,1,4,0,False
1506364463817056261,abmakulec,"In the pandemic, one of the rare points of divergence from the norm of American individualism and rationing on ability to pay was free testing, treatment, and vaccination services. 

""Remember the melon lady..."" https://t.co/CyU5wt9cjJ https://t.co/TTP5vWhYyl",03/22/2022 20:17:29,0,0,2,0,False
1506363793651154946,abmakulec,"@bethlinas @katieporteroc @JossFong Her pandemic polarization video is exceptional, and I think one of the big draws in it is the approach using transparencies, writing/drawing in components of the charts, and seeing her hands working with the data. https://t.co/l2CMbWXy5O",03/22/2022 20:14:49,0,0,0,0,False
1506350765597675525,abmakulec,"The continued drumbeat from practitioners-turned-pundits that the vaccinated can 'return to normal' disregards the impact of community spread and concerns about #longcovid in ways that are counter to the core mission I was taught in public health school.

#UrgencyofEquity https://t.co/ZhGqN6MXOF",03/22/2022 19:23:03,2,0,11,0,False
1505968250122911749,abmakulec,@AlexKale17 @POTUS Same in my public health circles - and it just pisses me off that as we make this an 'individual choice' issue the politicians and political appointees aren't making those choices any easier by branding masks as a 'scarlet letter of the pandemic' or limiting access to data.,03/21/2022 18:03:05,0,0,1,0,False
1505869293740863490,abmakulec,"Reading the full memo is just disheartening. We could be saying 'lets use appropriate on/off ramps' for masks and such, but instead @POTUS is taking the politically advantageous route of declaring victory over the pandemic.

Full text: https://t.co/VxaogeoiJe",03/21/2022 11:29:51,0,1,2,0,False
1505658646138703881,abmakulec,"@biosplonk I feel like the narrow focus on the epi part of public health made sense in the early days of the pandemic, but SBCC, health comms, and related specialties should have had the spotlight for much of the last two years --- and instead the mic got passed to MDs.",03/20/2022 21:32:49,0,1,0,0,False
1505215227004170244,abmakulec,"Today &amp; tomorrow I'm in a #VIZBI2022 expert workshop on COVID-19 #dataviz and communication, which kicked off with lightning talks from each participant.

One of the stickiest images I've seen so far was an iceberg metaphor around the daunting challenge of #longcovid. https://t.co/Abtpoo058x",03/19/2022 16:10:50,4,0,7,0,True
1505207872979939329,abmakulec,@PaulSaxMD #dataviz has been a critical tool for communicating information about COVID but also a tool to amplify misinformation (purposefully) and often misunderstood or misrepresented because of the complexity and uncertainty of the data.,03/19/2022 15:41:36,0,0,2,0,False
1504986247982366721,abmakulec,It seems the 'pandemic is over' talking points have really stuck. https://t.co/tZldzcV24G,03/19/2022 01:00:57,0,1,2,0,False
1504469947111542791,abmakulec,"Join us LIVE starting at 11AM EDT! @acotgreave @HighVizAbility @DataRevelations &amp; I chat with @JossFong about the behind the scenes of the brilliant Pandemic Polarization video. #ChartChat 

Live stream➡️https://t.co/hr4HEeqd9J",03/17/2022 14:49:21,0,0,0,0,False
1504462514347819011,abmakulec,"Reliable data is a requirement for an evidence-led public health response. 

The last two years have shown how our decentralized, state-based systems make that unified view of a pandemic challenging (perhaps the understatement of a century). And it's getting...worse? https://t.co/ybgzvKjkRR",03/17/2022 14:19:49,0,0,3,0,False
1504458342906875914,abmakulec,RT @edyong209: 🚨I wrote a short piece about the COVID funding collapse--the latest example of the panic-neglect cycle that public health pe…,03/17/2022 14:03:15,3051,0,0,0,False
1504455744510386188,abmakulec,RT @DataRevelations: Chart Chat Live is TODAY at 11 AM EDT. Hear from @JossFong about what went into making the partisan pandemic video (an…,03/17/2022 13:52:55,5,0,0,0,False
1504429060507713541,abmakulec,"It's such cognitive dissonance to see a green map as my timeline is full of #longcovid, US increases in COVID detection in wastewater surveillance, and data from Europe clearly showing another wave as NPIs get dropped. https://t.co/MPJYYkX4mH",03/17/2022 12:06:53,0,0,4,0,False
1503767686467264516,abmakulec,"I love seeing this kind of messaging coming from the @WHCOVIDResponse.

I wish the @CDCgov would be equally enthusiastic as they set thresholds and recommendations for NPIs like masks, and promote more preparedness through systems changes, like ventilation. https://t.co/wveOOeGAOn",03/15/2022 16:18:49,1,0,4,0,False
1503368243834200064,abmakulec,"This Thursday, #ChartChat is all about going behind the scenes of some brilliant data storytelling.

@acotgreave @DataRevelations @HighVizAbility &amp; I will chat with @JossFong producer of Pandemic Polarization: https://t.co/l2CMbWXy5O

Join us LIVE: https://t.co/UN1cZGxtm4 #data",03/14/2022 13:51:35,2,0,3,0,False
